Property Name,Reported,Tax Parcel,Largest Property Type,Building Address,Zip,Reported Gross Floor Area (Sq Ft),Site EUI (Energy Use Intensity kBtu/ft²),ENERGY STAR Score,Energy Star Certified,Property Uses,Year Built,GHG Emissions (MTCO2e),GHG Intensity (kgCO2/sf),Total Site Energy (kBTU),% Electricity,% Gas,% Steam,% Fuel Oil,% District Hot Water,% District Chilled Water,"% Other (Diesel #2, Kerosene, Propane or Other Fuel)",Water Intensity (gal/sf),Onsite Renewable (kWh),User Submitted Info,User Submitted Link,Property Owner Name,Estimated Total GHG Emissions (kgCO2e),Reporting Compliance Status,First Emissions Compliance Year (Projected)
10/20 Channel Center,Reported,0602757030 0602757045,Office,10 Channel Center Street,2210,265830.0,40.2,,"2019, 2018",Office,1920.0,750.3,2.8,10697766.3,1.0,,,,,,,5.32,Not Available,,,,750300.0,submitted,
"Italian Home for Children, Inc.",Reported,1902719000,Residential Care Facility,1125 Centre Street,2130,48785.0,8.7,,,Residential Care Facility,1919.0,22.5,0.5,423229.4,,1.0,,,,,,39.21,Not Available,,,,22500.0,submitted,
225 Franklin Street,Reported,304134000,Office,225 Franklin Street,2110,1109242.0,62,83.0,"2020, 2019, 2018, 2017, 2016, 2015, 2014, 2012, 2011","Data Center, Office, Parking",1966.0,4458.4,4.3,64825301.5,0.6368,,0.3632,,,,,9.08,Not Available,"The building is currently seeking LEED EBOM Certification:
Project Name = 225 Franklin Street
Project ID = 1000063072

Meters ""Board A"" and ""Board B"" are sub-meters. The electric grid meters ""Board C"", ""Board D"", ""Site 225 Franklin Electric Power"", and the District Steam meters ""Cooling 24049"" and ""Heating 24041"" account for whole-building energy consumption.
 
March 31, 2016",,,4458400.0,submitted,
Chiswick Building,Reported,02538-000,Multifamily Housing,125 Chiswick Rd,2135,94068.0,54.4,96.0,,Multifamily Housing,1963.0,277,2.9,5120950.9,0.575,0.9425,,,,,,21.64,Not Available,,,,277000.0,submitted,
Regency Building 1455,Reported,01829-000,Multifamily Housing,1455,2135,123500.0,54.6,99.0,,"Multifamily Housing, Parking",1968.0,306.1,3,5628040.9,0.751,0.9249,,,,,,28.23,Not Available,,,,306100.0,submitted,
33 Broad Street,Reported,303840000,Office,33 Broad Street,2109,40933.0,125.1,11.0,,"Food Service, Office, Self-Storage Facility",1902.0,297,7.3,5122529.7,0.2862,0.7138,,,,,,8.22,Not Available,,,,297000.0,submitted,
Greater Boston Food Bank,Reported,801027000,Distribution Center,70 South Bay Avenue,2118,144351.0,53.1,55.0,,"Distribution Center, Parking, Refrigerated Warehouse",2009.0,369.5,3.2,6229050,,0.6353,,,,,,5.12,Not Available,"We are a LEED Silver certified building. LEED is ""Leadership in Energy & Environmental Design, a green building certification program that recognizes best-in-class building strategies and practices."" To receive LEED certification, building projects must satisfy prerequisites and earn points to achieve different levels of certification. We have one freezer that is 5,990 sf but 3 stories high and 2 coolers that are 3,085 sf and 1,550 sf at the same height.  Our energy consumption seems a little higher than normal but understandable. Our building is unique and there is nothing that is comparable.",,,369500.0,submitted,
Ink Block South End,Reported,306625000,Multifamily Housing,300 Harrison Ave,2118,501493.0,45.3,85.0,,"Food Sales, Multifamily Housing, Other, Parking",2015.0,1139.6,2.9,17823236.5,0.6362,0.3638,,,,,,33.18,Not Available,,,,1139600.0,submitted,
750 Dorchester Ave Condo Association,Reported,43566,Mixed Use Property,750 Dorchester Ave,2125,71540.0,46.1,,,"Medical Office, Office, Other, Vocational School",2009.0,202.1,2.8,3294662,0.4838,0.5162,,,,,,2.79,Not Available,,,,202100.0,submitted,
Suffolk Downs,Reported,102524000,Other - Entertainment/Public Assembly,525 McClellan Highway,2128,2242755.0,35,,,"Other - Entertainment/Public Assembly, Parking",1935.0,962.2,2.1,16358985.3,0.335,0.665,,,,,,2.81,Not Available,,,,962200.0,submitted,
Boston FGA/GHL Maintenance (040011),Reported,603422000,"Repair Services (Vehicle, Shoe, Locksmith, etc.)",571 East First Street,2127,40687.0,158.7,,,"Repair Services (Vehicle, Shoe, Locksmith, etc.)",1920.0,360.7,8.9,6455476.1,0.1619,0.8381,,,,,,14.86,Not Available,"Energy and water data entered manually from utility provided bills (obtained online CASS). Location is required to submit monthly energy data, by May 15th each year. Size of building provided by FGA; year built, employees, schedule, PCs, occupancy provided by Chris Dalton 8/17/2017.
",,,360700.0,submitted,
Boston East (bs029),Reported,105413010,Multifamily Housing,126 Border St,2128,294100.0,12.9,,,"Multifamily Housing, Parking",2018.0,196.9,0.8,3325306.1,0.3577,0.6423,,,,,,17.33,Not Available,,,,196900.0,submitted,
119,Reported,2201867000,Office,119 Braintree Street,2134,230974.0,35.5,97.0,,"Office, Parking",1908.0,306.1,2.2,5003665.7,0.4739,0.5261,,,,,,3.6,Not Available,"Property use is office and artist studio.
Parking gross floor area is estimated.",,,306100.0,submitted,
World Trade Center East-Boston,Reported,602679035,Office,2 Seaport Lane,2210,520595.0,53.3,69.0,"2009, 2008","Office, Restaurant",2000.0,1945.5,3.7,27741202.4,1.0,,,,,,,8.82,Not Available,The property square footage grew based on the BOMA Pembroke Seaport East Property Plan Book document dated 6.30.2016.,,,1945500.0,submitted,
World Trade Center West,Reported,602677010,Office,155 Seaport Boulevard,2210,605173.0,67.8,,,"Adult Education, Fitness Center/Health Club/Gym, Office, Restaurant, Retail Store",2000.0,2845.7,4.7,41037250.1,0.9537,0.463,,,,,,10.8,Not Available,GSF updated per BOMA 6.16.16 measurements.,,,2845700.0,submitted,
255 State Street Building,Reported,303821000,Office,255 State Street,2109,220519.0,69.2,,,"Office, Retail Store",1918.0,1050.8,4.8,15267816.4,0.9231,0.769,,,,,,11.08,Not Available,,,,1050800.0,submitted,
Rowes Wharf,Reported,302961198,Mixed Use Property,30 Rowes Wharf,2110,1167195.0,68.5,,2013,"Heated Swimming Pool, Hotel, Multifamily Housing, Office, Parking, Retail Store, Transportation Terminal/Station",1987.0,4059.6,4.6,60970808.8,0.7915,0.285,,,,,,16.88,Not Available,,,,4059600.0,submitted,
"Mandarin Oriental, Boston",Reported,0401037810 0401037800,Multifamily Housing,772-776 Boylston Street,2199,452336.0,105.8,5.0,,"Bar/Nightclub, Hotel, Multifamily Housing, Other - Mall, Restaurant, Social/Meeting Hall",2006.0,3253.2,7.2,47840402,0.5525,0.348,0.4124,,,,0.2885,16.72,Not Available,,,,3253200.0,submitted,
Academy Homes I,Reported,1100916001,Multifamily Housing,1592 Columbus Ave,2119,232026.0,106.2,39.0,,Multifamily Housing,1962.0,1371.4,5.9,24630974.4,0.157,0.8493,,,,,,5.3,Not Available,,,,1371400.0,submitted,
Brown Kaplan,Reported,1404266030,Multifamily Housing,27-33 Wilbert Rd,2121,5894.0,25.6,,,"Multifamily Housing, Parking",1990.0,7.8,1.6,123372,0.6154,0.3846,,,,,,1342.26,Not Available,2017 gas data missing 3 tenants.,,,7800.0,submitted,
Langham Court,Reported,900660000,Multifamily Housing,26 Worcester St,2118,117340.0,59.6,55.0,,"Multifamily Housing, Parking",1991.0,372.4,3.5,6394503.2,0.38,0.6992,,,,,,8.9,Not Available,,,,372400.0,submitted,
The Blackstone Apartments,Reported,300670000,Multifamily Housing,33 Blossom Street,2114,129648.0,53.6,90.0,2016,Multifamily Housing,1978.0,405.7,3.1,6948484.7,0.399,0.691,,,,,,27.21,Not Available,,,,405700.0,submitted,
Franklin Square Apartments,Reported,801385002,Multifamily Housing,11 East Newton Street,2118,193816.0,63.3,82.0,,Multifamily Housing,1867.0,695.1,3.6,12266385.6,0.287,0.7913,,,,,,28.57,Not Available,,,,695100.0,submitted,
Kenmore Abbey,Reported,503924000,Multifamily Housing,488 Commonwealth Avenue,2115,199419.0,52.5,,2016,"Multifamily Housing, Other, Retail Store",1978.0,615.6,3.1,10470555.2,0.334,0.666,,,,,,28.57,Not Available,,,,615600.0,submitted,
WBZ TV,Reported,2200551000,Other,1170 Soldiers Field Road,2134,198982.0,177.9,,,"Other, Parking",1948.0,1105.7,11.4,17269832.8,0.641,0.359,,,,,,7.37,Not Available,"Building is in use 24 X 7 X 365
168 hours per week
",,,1105700.0,submitted,
Presentation,Reported,2203447000,Residential Care Facility,10 Bellamy St,2135,57000.0,105.1,,,"Parking, Residential Care Facility",1974.0,282.6,6.7,4414441.8,0.647,0.3593,,,,,,76.36,Not Available,parcel 2203447000,,,282600.0,submitted,
The Beverly,Reported,301523035,Multifamily Housing,101 Beverly St,2114,468111.0,55.9,25.0,,"Multifamily Housing, Other, Parking, Restaurant",2018.0,1412.9,3.7,21556355.1,0.734,0.2696,,,,,,40.16,Not Available,,,,1412900.0,submitted,
100 Arlington,Reported,500805000,Multifamily Housing,100 Arlington Street,2116,203204.0,40.8,65.0,,"Food Sales, Multifamily Housing",1926.0,558.3,2.7,8282502.4,0.6527,0.177,0.2396,,,,,15.52,Not Available,Parcel ID: 0500805000,,,558300.0,submitted,
One Back Bay,Reported,401129218,Multifamily Housing,135 CLARENDON ST,2116,580189.0,39.8,92.0,2020,"Food Sales, Multifamily Housing, Parking, Retail Store",2009.0,1213.6,2.5,19266412,0.584,0.4196,,,,,,26.7,Not Available,Parcel ID: 0401129218,,,1213600.0,submitted,
Lovejoy Wharf,Reported,303063000,Multifamily Housing,100 Lovejoy Place,2114,253788.0,63.3,29.0,,"Fitness Center/Health Club/Gym, Multifamily Housing, Restaurant",2017.0,998.5,3.9,16077417.7,0.5285,0.4715,,,,,,15.41,Not Available,,,,998500.0,submitted,
Lovejoy Wharf,Reported,303060001,Office,160 N. Washington St. ,2144,236688.0,47.5,77.0,"2018, 2017","Office, Retail Store",2015.0,751.8,3.2,11239722.3,0.893,0.197,,,,,,7.52,Not Available,"Vacant retail space of 11786 sq ft, entered as office and less than 10% vacancy

LEED Project Name: 1 Lovejoy  
LEED Project Number: 1000091694 
",,,751800.0,submitted,
Olnick - 329 Washington Street,Reported,2202396000,Multifamily Housing,329-343 Washington Street,2135,36195.0,84.2,69.0,,"Multifamily Housing, Retail Store",1899.0,170.4,4.7,3046969.3,0.1649,0.8351,,,,,,Not Available,Not Available,,,,170400.0,submitted,
One Post Office Square,Reported,304160000,Office,One Post Office Square,2109,831283.0,40.8,,"2018, 2017, 2016, 2015, 2013, 2012, 2010, 2009","Bank Branch, Office, Parking",1981.0,2165.2,2.6,33879590.6,0.6343,0.3657,,,,,,3.73,Not Available,"This building is currently in redevelopment status with major construction activity, including demolition of the parking garage, gutting of the office floors up through the 19th floor, and construction of a new 17-floor addition. Several electric utility accounts have been closed and new temporary construction service accounts have been established.",,,2165200.0,submitted,
One Lincoln Street,Reported,304246010,Financial Office,One Lincoln Street,2111,1341926.0,110,,,"Data Center, Financial Office, Parking, Restaurant",2003.0,8018.1,7.7,114803262.5,0.989,,,,,,0.1693,18.7,Not Available,,,,8018100.0,submitted,
420 Rutherford Ave,Reported,202162070,Self-Storage Facility,420 Rutherford Ave,2129,42963.0,17.1,,,Self-Storage Facility,1980.0,43.1,1,736590.1,0.32,0.68,,,,,,0.07,Not Available,,,,43100.0,submitted,
Combined Jewish Philanthropies,Reported,304133000,Office,126 High Street,2110,76315.0,63,84.0,,Office,1899.0,287.4,3.8,4809034.3,0.3912,0.688,,,,,,2.69,Not Available,,,,287400.0,submitted,
1295 Boylston - Ste# 535088,Reported,504210010,Office,1295 BOYLSTON ST,2215,176775.0,151.3,21.0,,"Office, Parking, Retail Store",1990.0,1295.5,9.9,19776774.9,0.727,0.2722,,,,,0.8694,2.83,Not Available,Property Management received from national grid and NStar the gas use for the missing tenants and whole building electric uses.,,,1295500.0,submitted,
251 Causeway,Reported,301510000,Office, 251 Causeway Street,2114,150097.0,48.3,77.0,"2020, 2019, 2018, 2017, 2016, 2015, 2014, 2013","Data Center, Medical Office, Office",1909.0,501.5,3.3,7254325.2,0.9412,0.588,,,,,,5.02,Not Available,,,,501500.0,submitted,
549 Albany Street - 535139,Reported,801154010,Laboratory,549 Albany Street,2118,168012.0,222.9,,,"Distribution Center, Laboratory, Office, Parking, Refrigerated Warehouse",1895.0,1443.3,13.7,23503015.5,0.487,0.5127,,,,,0.283,1.97,Not Available,,,,1443300.0,submitted,
Mother Brook Trust,Reported,1812141000,Multifamily Housing,1608 River Street,2136,66954.0,50.2,83.0,,Multifamily Housing,1986.0,192.4,2.9,3361961.8,0.2424,0.7576,,,,,,48.24,Not Available,,,,192400.0,submitted,
ATJ Neponset III,Reported,1809798000 1809785000,Multifamily Housing,30 - 46 Sierra Road,2136,43400.0,38,73.0,,Multifamily Housing,1964.0,115.6,2.7,1647687.4,1.0,,,,,,,133.51,Not Available,,,,115600.0,submitted,
Cummins Realty Trust,Reported,1811022000,Multifamily Housing,605 Truman Highway,2136,66410.0,11.7,100.0,,Multifamily Housing,1970.0,54.5,0.8,777338.9,1.0,,,,,,,55.62,Not Available,,,,54500.0,submitted,
Blackstone Square LP,Reported,900190000,Other,1511 - 1525 Washington Street,2118,50290.0,8,,,Other,1900.0,28.4,0.6,404693.9,1.0,,,,,,,44.31,Not Available,,,,28400.0,submitted,
Ambassador Realty Trust,Reported,1802441000 1802440000,Multifamily Housing,100 - 110 Livermore Street,2126,72800.0,102,26.0,,Multifamily Housing,1968.0,421.4,5.8,7424430.7,0.2138,0.7862,,,,,,85.93,Not Available,,,,421400.0,submitted,
2165 Dot Ave LLC,Reported,1704098000,Multifamily Housing,2165 Dorchester Avenue,2124,27300.0,12.9,100.0,,Multifamily Housing,1964.0,24.6,0.9,351122.1,1.0,,,,,,,61.01,Not Available,,,,24600.0,submitted,
Geraghty Generational Real Estate Trust - 130 Bradlee,Reported,1807892000,Senior Living Community,130 Bradlee Street,2136,20000.0,53.2,,,Senior Living Community,1899.0,62.1,3.1,1064187.1,0.373,0.6927,,,,,,7.72,Not Available,,,,62100.0,submitted,
State House LLC,Reported,303899000,Office,1 State Street,2109,64428.0,18.3,97.0,,Office,1928.0,82.8,1.3,1179968.5,1.0,,,,,,,1046.44,Not Available,,,,82800.0,submitted,
Butler Street,Reported,1703703000,Multifamily Housing,68 Butler Street,2124,24000.0,17.2,100.0,,Multifamily Housing,1968.0,29,1.2,413172.8,1.0,,,,,,,57.85,Not Available,,,,29000.0,submitted,
Charlesgate Condominiums,Reported,503870210,Multifamily Housing,4 Charlesgate East,2215,35000.0,116.4,,,Multifamily Housing,1890.0,234.2,6.7,4073946.4,0.2568,0.7432,,,,,,Not Available,Not Available,,,,234200.0,submitted,
Gumball Condominiums,Submitted with possible data errors,103894010,Multifamily Housing,150 Orleans Street,2128,35000.0,Not Available,,,Multifamily Housing,1989.0,Not Available,Not Available,Not Available,,,,,,,,Not Available,Not Available,,,,,submitted,
150 Dorchester Ave. Condominium,Reported,600074010,Multifamily Housing,150 Dorchester Ave,2127,35000.0,69.8,86.0,,Multifamily Housing,2004.0,131.9,3.8,2444443.5,0.492,0.958,,,,,,8042.89,Not Available,,,,131900.0,submitted,
103 Gainsborough St,Reported,401611000,Multifamily Housing,103 Gainsborough St,2115,37120.0,1.8,100.0,,Multifamily Housing,1984.0,4.6,0.1,65900.4,1.0,,,,,,,3018.41,Not Available,,,,4600.0,submitted,
DNA Lofts Condominiums,Submitted with possible data errors,1303046010,Multifamily Housing,944 Dorchester Ave,2125,35000.0,Not Available,,,Multifamily Housing,2015.0,Not Available,Not Available,Not Available,,,,,,,,Not Available,Not Available,,,,,submitted,
102-108 Gainsborough Street,Reported,401645000,Multifamily Housing,102 Gainsborough Street,2115,55280.0,2.5,100.0,,Multifamily Housing,1983.0,9.7,0.2,138554.8,1.0,,,,,,,27.4,Not Available,,,,9700.0,submitted,
Commercial Wharf East,Reported,303028406,Multifamily Housing,49 Commercial Wharf East,2110,75331.0,80.2,,,"Multifamily Housing, Parking",1965.0,441,5.9,5963390.1,0.591,0.8,,0.941,,,,31.16,Not Available,,,,441000.0,submitted,
Bigelow Sq,Submitted with possible data errors,600516000,Multifamily Housing,350 West 4th St.,2135,60000.0,Not Available,,,Multifamily Housing,1899.0,Not Available,Not Available,Not Available,,,,,,,,Not Available,Not Available,,,,,submitted,
Kilsyth Terrace,Reported,2102128000,Multifamily Housing,"4,8,12 Kilsyth Terrace",2135,60000.0,41.3,100.0,,Multifamily Housing,1980.0,131.6,2.2,2477422.5,,1.0,,,,,,20.36,Not Available,,,,131600.0,submitted,
St. Cloud,Reported,400218000,Multifamily Housing,557-569 Tremont St.,20118,40000.0,6.6,100.0,,Multifamily Housing,1960.0,26.1,0.7,262442.2,1.0,,,,,,,3359.02,Not Available,,,,26100.0,submitted,
Lewis Warf,Reported,3029510,Other,28-32 Atlantic Ave,2110,150000.0,48.2,,,Other,1850.0,393.3,2.6,7226638.9,0.765,0.9235,,,,,,2513.33,Not Available,,,,393300.0,submitted,
63-65 Burbank,Reported,401446000,Multifamily Housing,63-65 Burbank st,2115,55280.0,1.4,,,Multifamily Housing,1985.0,5.4,0.1,77544.7,1.0,,,,,,,609.87,Not Available,,,,5400.0,submitted,
111 Gainsborough St,Reported,401615000,Multifamily Housing,111 Gainsborough St,2115,37120.0,2.4,100.0,,Multifamily Housing,1984.0,6.2,0.2,87994.4,1.0,,,,,,,2478.6,Not Available,,,,6200.0,submitted,
90 & 96 Gainsborough St,Reported,401646000,Multifamily Housing,90 Gainsborough St,2115,55280.0,3.1,,,Multifamily Housing,1984.0,12.1,0.2,171916.5,1.0,,,,,,,2703.86,Not Available,,,,12100.0,submitted,
Dartmouth Square Condominums,Reported,400357046,Multifamily Housing,150 Appleton St,2118,35000.0,38.7,,,Multifamily Housing,1984.0,74.5,2.1,1354489.4,0.1124,0.8876,,,,,,39.19,Not Available,,,,74500.0,submitted,
95 Gainsborough St,Reported,401607000,Multifamily Housing,95 Gainsborough St,2115,37120.0,1.5,100.0,,Multifamily Housing,1984.0,4,0.1,57441.7,1.0,,,,,,,2280.53,Not Available,,,,4000.0,submitted,
78 & 84 Gainsborough St,Reported,401647000,Multifamily Housing,78 Gainsborough St,2115,55280.0,2.3,,,Multifamily Housing,1984.0,9,0.2,127950.4,1.0,,,,,,,2348.06,Not Available,,,,9000.0,submitted,
87 Gainsborough St,Reported,401603000,Multifamily Housing,87 Gainsborough St.,2115,37120.0,2.2,100.0,,Multifamily Housing,1984.0,5.8,0.2,82973.8,1.0,,,,,,,2272.8,Not Available,,,,5800.0,submitted,
79 Gainsborough St,Reported,401599000,Multifamily Housing,79 Gainsborough St,2115,37120.0,1.7,100.0,,Multifamily Housing,1984.0,4.4,0.1,62427,1.0,,,,,,,2348.01,Not Available,,,,4400.0,submitted,
Deacon Condominiums,Reported,2100566000,Multifamily Housing,57-59 Brighton Ave ,2134,35000.0,68.7,92.0,,Multifamily Housing,1984.0,176.7,5,2404884.2,0.5,,,0.995,,,,44.33,Not Available,,,,176700.0,submitted,
Vertex TWO,Reported,602671017,Laboratory,11 Fan Pier Blvd.,2210,516693.0,163.2,,,Laboratory,2013.0,5258.7,10.2,84321496,0.5436,0.4564,,,,,,15.23,Not Available,"Parcel B - Vertex Global Headquarters
LEED project ID  1000021955",,,5258700.0,submitted,
645 Summer Street,Reported,602816010,Office,645 Summer Street,2210,152788.0,70.2,51.0,,Office,1978.0,683.2,4.5,10727339,0.6214,0.3786,,,,,,3.04,693759.7,,,,683200.0,submitted,
Vertex ONE,Reported,602671015,Laboratory,50 Northern Ave,2210,685239.0,147,,,"Laboratory, Parking, Retail Store",2013.0,5392.5,9.2,86051563.9,0.5613,0.4387,,,,,,16.13,Not Available,"Parcel A - Vertex Global Headquarters
LEED project ID  1000021954",,,5392500.0,submitted,
The Forbes Building: 545 Centre St.,Reported,1901974000,Multifamily Housing,545 Centre St.,2130,88616.0,104.3,40.0,,Multifamily Housing,1972.0,676.1,7.6,9245908.6,0.2655,,,0.7345,,,,43.44,Not Available,,,,676100.0,submitted,
Modern Theater and 10 West Combined,Submitted with possible data errors,304826010,Residence Hall/Dormitory,525 Washington Street - 10 West Street,2111,190128.0,Not Available,,,"Performing Arts, Residence Hall/Dormitory",2010.0,Not Available,Not Available,Not Available,,,,,,,,Not Available,Not Available,"Because these two properties share water they are being reported together.  

The parcel ID#'s are:  

10 West: 0304826010
Modern Theater: 0304828000",,,,submitted,
Miller Hall,Submitted with possible data errors,302803000,Residence Hall/Dormitory,10 Somerset Street,2108,131253.0,Not Available,,,Residence Hall/Dormitory,2004.0,Not Available,Not Available,Not Available,,,,,,,,Not Available,Not Available,,,,,submitted,
Sawyer Building,Reported,302802001,Office,8 Ashburton Place,2108,148334.0,55.5,77.0,,Office,1920.0,574.1,3.9,8229329.3,0.9781,0.219,,,,,,Not Available,Not Available,,,,574100.0,submitted,
